,Nº Orden@Tipo Documento,Nº Orden@Nro. Documento,Artículo@LITM,Artículo@Descripcion,Boca de entrega,Pallets Solicitados,Cajas Solicitadas
452,SD,663912,6030040007,"MAYO,MAYOLIVA,L.G,12,500 CC,DP,CT,ESP,M.I./ARL    ",330329,0.145833,21.0
453,SD,663912,6030040073,"MAYO,MAYOLIVA,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M",330329,0.051471,14.0
454,SD,663912,6030010007,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA)",330329,1.711538,445.0
455,SD,663912,6030010019,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./A",330329,1.409722,203.0
456,SD,663912,6030010170,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA)",330329,8.007353,2178.0
457,SD,663912,6030010026,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./A",330329,1.231481,133.0
458,SD,663912,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",330329,0.5,130.0
459,SD,663912,6090020011,"MOSTAZA,ADEREZO NATURA,12,500 G,DP,CT,ESP,M.I.    ",330329,0.180556,26.0
460,SD,663912,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",330329,0.334615,87.0
461,SD,663912,6050100002,"SGOLF,NATURA,20,125 CC,SH,ST,ESP,M.I.             ",330329,0.183824,50.0
462,SD,663913,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",330329,0.384615,100.0
463,SD,663914,6040100009,"KET,NATURA,12,500 G,DP,CT,ESP,M.I.                ",274855,4.75,684.0
464,SD,663914,6040100001,"KET,NATURA,192,8 G,SH,ST,ESP,M.I.                 ",274855,1.923077,725.0
465,SD,663914,6040100003,"KET,NATURA,4,3000GR,SH,ST,ESP,M.I.                ",274855,0.7625,61.0
466,SD,663914,6030330001,"MAYO,CADA DIA,LIGHT,12,250 CC,DP,ST (SIN TAPA),ESP",274855,0.384615,100.0
467,SD,663914,6030040040,"MAYO,MAYOLIVA,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M",274855,1.230769,320.0
468,SD,663914,6030040007,"MAYO,MAYOLIVA,L.G,12,500 CC,DP,CT,ESP,M.I./ARL    ",274855,1.388889,200.0
469,SD,663914,6030040073,"MAYO,MAYOLIVA,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M",274855,1.0,272.0
470,SD,663914,6030010129,"MAYO,NATURA,RVL 31%,L.G,192,8 CC,SH,ST (SIN TAPA),",274855,1.384615,522.0
471,SD,663914,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",274855,2.538462,660.0
472,SD,663914,6090020011,"MOSTAZA,ADEREZO NATURA,12,500 G,DP,CT,ESP,M.I.    ",274855,2.777778,400.0
473,SD,663914,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",274855,1.923077,500.0
474,SD,663914,6050100001,"SGOLF,NATURA,192,8 CC,SH,ST,ESP,M.I.              ",274855,1.591512,600.0
475,SD,663915,6030050071,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO ",274855,7.125,1026.0
476,SD,663915,6030010007,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA)",274855,3.488462,907.0
477,SD,663915,6030010026,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./A",274855,9.259259,1000.0
478,SD,663915,6050100004,"SGOLF,NATURA,4,2900 CC,SH,ST,ESP,M.I.             ",274855,3.2375,259.0
479,SD,663916,6040100009,"KET,NATURA,12,500 G,DP,CT,ESP,M.I.                ",330916,2.5,360.0
480,SD,663916,6030040040,"MAYO,MAYOLIVA,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M",330916,1.0,260.0
481,SD,663916,6030040007,"MAYO,MAYOLIVA,L.G,12,500 CC,DP,CT,ESP,M.I./ARL    ",330916,1.0,144.0
482,SD,663916,6030040057,"MAYO,MAYOLIVA,L.G,8,950 CC,DP,CT,ESP,M.I./ARL     ",330916,1.0,108.0
483,SD,663916,6030010007,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA)",330916,7.0,1820.0
484,SD,663916,6030010019,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./A",330916,7.0,1008.0
485,SD,663917,6030010026,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./A",330916,17.0,1836.0
486,SD,663917,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",330916,2.307692,600.0
487,SD,663917,6090020011,"MOSTAZA,ADEREZO NATURA,12,500 G,DP,CT,ESP,M.I.    ",330916,1.75,252.0
488,SD,663917,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",330916,1.0,260.0
489,SD,663918,6030010019,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./A",330916,20.0,2880.0
