,Boca de entrega,Nº Orden@Tipo Documento,Nº Orden@Nro. Documento,Artículo@LITM,Artículo@Descripcion,Cajas Solicitadas,Pallets Solicitados
0,357270,SD,663322,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",20.0,0.076923
1,357270,SD,663322,6030010019,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./A",144.0,1.0
2,274749,SD,175930,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",180.0,3.0
3,274749,SD,175930,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",84.0,1.166667
4,274749,SD,663838,6030040040,"MAYO,MAYOLIVA,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M",19.0,0.073077
5,274749,SD,663838,6030040007,"MAYO,MAYOLIVA,L.G,12,500 CC,DP,CT,ESP,M.I./ARL    ",14.0,0.097222
6,274749,SD,663838,6030010007,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA)",40.0,0.153846
7,274749,SD,663838,6030010019,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./A",36.0,0.25
8,274749,SD,663838,6030010208,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA)",16.0,0.2
9,274749,SD,663838,6030010026,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./A",54.0,0.5
10,274749,SD,663838,6090020011,"MOSTAZA,ADEREZO NATURA,12,500 G,DP,CT,ESP,M.I.    ",18.0,0.125
11,274749,SD,663893,6040100009,"KET,NATURA,12,500 G,DP,CT,ESP,M.I.                ",18.0,0.125
12,274749,SD,663893,6030050070,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),E",20.0,0.076923
13,279534,SD,175936,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",216.0,3.6
14,346100,SD,175890,6011270001,"AC,COPISI,GIR/OLIVA,12X500ML,B,ESP,M.I./ARL       ",5.0,0.034722
15,346100,SD,175890,6011270002,"AC,COPISI,GIR/OLIVA,12X900ML,B,ESP,M.I./ARL       ",5.0,0.047619
16,346100,SD,175890,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",50.0,0.833333
17,346100,SD,175890,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",72.0,1.0
18,346100,SD,175890,6010010008,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL                 ",100.0,2.0
19,346100,SD,175890,6011570001,"AC,NATURA,GIR/OLIVA,15X900ML,C,ESP,M.I.           ",5.0,0.069444
20,225582,SD,175942,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",288.0,4.0
21,258285,SD,663878,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",50.0,0.192308
22,258285,SD,663879,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",10.0,0.038462
23,316509,SD,663844,6030050070,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),E",10.0,0.038462
24,316509,SD,663844,6030050071,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO ",10.0,0.069444
25,316509,SD,663844,6030050072,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO ",2.0,0.018519
26,316509,SD,663844,6030010007,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA)",320.0,1.230769
27,316509,SD,663844,6030010170,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA)",272.0,1.0
28,316509,SD,663844,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",30.0,0.115385
29,316509,SD,663844,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",40.0,0.153846
30,316509,SD,663845,6030010007,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA)",80.0,0.307692
31,316509,SD,663845,6030010170,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA)",102.0,0.375
32,316509,SD,663845,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",10.0,0.038462
33,316509,SD,663845,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",10.0,0.038462
34,316509,SD,663846,6030050071,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO ",10.0,0.069444
35,316509,SD,663846,6030010007,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA)",180.0,0.692308
36,316509,SD,663846,6030010019,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./A",18.0,0.125
37,316509,SD,663846,6030010170,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA)",136.0,0.5
38,316509,SD,663846,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",10.0,0.038462
39,316509,SD,663846,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",20.0,0.076923
40,256284,SD,663847,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",30.0,0.115385
41,256284,SD,663847,6030050070,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),E",10.0,0.038462
42,256284,SD,663847,6030050071,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO ",20.0,0.138889
43,256284,SD,663847,6030050069,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),E",34.0,0.125
44,256284,SD,663847,6030050072,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO ",2.0,0.018519
45,256284,SD,663847,6030040040,"MAYO,MAYOLIVA,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M",10.0,0.038462
46,256284,SD,663847,6030010007,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA)",340.0,1.307692
47,256284,SD,663847,6030010019,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./A",144.0,1.0
48,256284,SD,663847,6030010170,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA)",1088.0,4.0
49,256284,SD,663847,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",80.0,0.307692
50,256284,SD,663847,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",10.0,0.038462
51,322787,SD,663873,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",10.0,0.038462
52,251598,SD,663772,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",20.0,0.076923
53,251598,SD,663772,6030050071,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO ",10.0,0.069444
54,251598,SD,663772,6030050069,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),E",17.0,0.0625
55,251598,SD,663772,6030040040,"MAYO,MAYOLIVA,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M",10.0,0.038462
56,251598,SD,663772,6030040073,"MAYO,MAYOLIVA,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M",10.0,0.036765
57,251598,SD,663772,6030010007,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA)",200.0,0.769231
58,251598,SD,663772,6030010019,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./A",72.0,0.5
59,251598,SD,663772,6030010170,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA)",68.0,0.25
60,251598,SD,663772,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",20.0,0.076923
61,251598,SD,663772,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",20.0,0.076923
62,241189,SD,663872,6030050071,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO ",10.0,0.069444
63,286155,SD,663849,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",30.0,0.115385
64,286155,SD,663849,6030050071,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO ",120.0,0.833333
65,252542,SD,663719,6030050072,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO ",54.0,0.5
66,252542,SD,663719,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",20.0,0.076923
67,288883,SD,175845,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",216.0,3.0
68,288883,SD,175845,6010550008,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.         ",64.0,0.285714
69,288883,SD,663658,6040100001,"KET,NATURA,192,8 G,SH,ST,ESP,M.I.                 ",29.0,0.076923
70,288883,SD,663658,6040100003,"KET,NATURA,4,3000GR,SH,ST,ESP,M.I.                ",16.0,0.2
71,288883,SD,663832,6030050070,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),E",20.0,0.076923
72,288883,SD,663832,6030050071,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO ",16.0,0.111111
73,288883,SD,663833,6090020010,"MOSTAZA,ADEREZO NATURA,192,8 G,SH,ST,ESP,M.I.     ",28.0,0.074271
74,288883,SD,663839,6030050071,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO ",10.0,0.069444
75,288883,SD,663839,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",20.0,0.076923
76,241192,SD,663900,6030050070,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),E",60.0,0.230769
77,241192,SD,663900,6030050071,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO ",30.0,0.208333
78,241192,SD,663900,6030050069,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),E",68.0,0.25
79,241192,SD,663900,6030050072,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO ",2.0,0.018519
80,241192,SD,663900,6030040040,"MAYO,MAYOLIVA,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M",10.0,0.038462
81,241192,SD,663900,6030040073,"MAYO,MAYOLIVA,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M",10.0,0.036765
82,241192,SD,663900,6030010007,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA)",780.0,3.0
83,241192,SD,663900,6030010019,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./A",432.0,3.0
84,241192,SD,663900,6030010170,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA)",544.0,2.0
85,241192,SD,663900,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",40.0,0.153846
86,241192,SD,663900,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",60.0,0.230769
87,334254,SD,175844,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",216.0,3.0
88,334254,SD,175844,6010550008,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.         ",96.0,0.428571
89,334254,SD,663657,6040100001,"KET,NATURA,192,8 G,SH,ST,ESP,M.I.                 ",29.0,0.076923
90,334254,SD,663657,6040100003,"KET,NATURA,4,3000GR,SH,ST,ESP,M.I.                ",16.0,0.2
91,334254,SD,663657,6030010208,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA)",48.0,0.6
92,334254,SD,663836,6030050070,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),E",20.0,0.076923
93,334254,SD,663837,6030050072,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO ",2.0,0.018519
94,334254,SD,663837,6030010007,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA)",380.0,1.461538
95,334254,SD,663837,6030010019,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./A",80.0,0.555556
96,334254,SD,663837,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",120.0,0.461538
97,361523,SD,663897,6030050070,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),E",10.0,0.038462
98,361523,SD,663897,6030050071,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO ",20.0,0.138889
99,361523,SD,663897,6030050069,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),E",68.0,0.25
100,361523,SD,663897,6030050072,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO ",2.0,0.018519
101,361523,SD,663897,6030040040,"MAYO,MAYOLIVA,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M",10.0,0.038462
102,361523,SD,663897,6030010007,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA)",1300.0,5.0
103,361523,SD,663897,6030010019,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./A",288.0,2.0
104,361523,SD,663897,6030010170,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA)",2992.0,11.0
105,361523,SD,663897,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",70.0,0.269231
106,266980,SD,663874,6030050071,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO ",10.0,0.069444
107,266980,SD,663875,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",20.0,0.076923
108,266980,SD,663875,6030050071,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO ",10.0,0.069444
109,266980,SD,663876,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",10.0,0.038462
110,319307,SD,663871,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",20.0,0.076923
111,225596,SD,662893,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",20.0,0.076923
112,225596,SD,663739,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",20.0,0.076923
113,242964,SD,175889,6010140007,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.    ",5.0,0.022321
114,242964,SD,175889,6010140008,"RO.VEG.(AL),MAZOLA MANTECA,12X12X120GRS,ESP,M.I.  ",5.0,0.022321
115,242964,SD,175889,6010550008,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.         ",10.0,0.044643
116,242964,SD,663740,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",20.0,0.076923
117,242964,SD,663740,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",100.0,0.384615
118,330918,SD,663806,6040100009,"KET,NATURA,12,500 G,DP,CT,ESP,M.I.                ",70.0,0.486111
119,330918,SD,663806,6030330001,"MAYO,CADA DIA,LIGHT,12,250 CC,DP,ST (SIN TAPA),ESP",25.0,0.096154
120,330918,SD,663806,6030050070,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),E",130.0,0.5
121,330918,SD,663806,6030040040,"MAYO,MAYOLIVA,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M",125.0,0.480769
122,330918,SD,663806,6030040007,"MAYO,MAYOLIVA,L.G,12,500 CC,DP,CT,ESP,M.I./ARL    ",72.0,0.5
123,330918,SD,663806,6030010007,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA)",700.0,2.692308
124,330918,SD,663806,6030010019,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./A",360.0,2.5
125,330918,SD,663806,6030010026,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./A",432.0,4.0
126,330918,SD,663806,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",65.0,0.25
127,330918,SD,663806,6090020011,"MOSTAZA,ADEREZO NATURA,12,500 G,DP,CT,ESP,M.I.    ",70.0,0.486111
128,330918,SD,663806,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",65.0,0.25
129,330916,SD,663916,6040100009,"KET,NATURA,12,500 G,DP,CT,ESP,M.I.                ",360.0,2.5
130,330916,SD,663916,6030040040,"MAYO,MAYOLIVA,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M",260.0,1.0
131,330916,SD,663916,6030040007,"MAYO,MAYOLIVA,L.G,12,500 CC,DP,CT,ESP,M.I./ARL    ",144.0,1.0
132,330916,SD,663916,6030040057,"MAYO,MAYOLIVA,L.G,8,950 CC,DP,CT,ESP,M.I./ARL     ",108.0,1.0
133,330916,SD,663916,6030010007,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA)",1820.0,7.0
134,330916,SD,663916,6030010019,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./A",1008.0,7.0
135,330916,SD,663917,6030010026,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./A",1836.0,17.0
136,330916,SD,663917,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",600.0,2.307692
137,330916,SD,663917,6090020011,"MOSTAZA,ADEREZO NATURA,12,500 G,DP,CT,ESP,M.I.    ",252.0,1.75
138,330916,SD,663917,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",260.0,1.0
139,330916,SD,663918,6030010019,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./A",2880.0,20.0
140,330919,SD,663826,6040100009,"KET,NATURA,12,500 G,DP,CT,ESP,M.I.                ",25.0,0.173611
141,330919,SD,663826,6030330001,"MAYO,CADA DIA,LIGHT,12,250 CC,DP,ST (SIN TAPA),ESP",20.0,0.076923
142,330919,SD,663826,6030050070,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),E",250.0,0.961538
143,330919,SD,663826,6030040040,"MAYO,MAYOLIVA,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M",50.0,0.192308
144,330919,SD,663826,6030040007,"MAYO,MAYOLIVA,L.G,12,500 CC,DP,CT,ESP,M.I./ARL    ",25.0,0.173611
145,330919,SD,663826,6030010007,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA)",875.0,3.365385
146,330919,SD,663826,6030010019,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./A",756.0,6.0
147,330919,SD,663826,6030010026,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./A",500.0,5.555556
148,330919,SD,663826,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",260.0,1.0
149,330919,SD,663826,6090020011,"MOSTAZA,ADEREZO NATURA,12,500 G,DP,CT,ESP,M.I.    ",72.0,0.5
150,330919,SD,663826,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",250.0,0.961538
151,330919,SD,663827,6030330002,"MAYO,CADA DIA,LIGHT,12,500 CC,DP,CT (CON TAPA),ESP",18.0,0.125
152,330919,SD,663827,6030050071,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO ",216.0,1.5
153,231959,SD,663758,6090020010,"MOSTAZA,ADEREZO NATURA,192,8 G,SH,ST,ESP,M.I.     ",30.0,0.079576
154,245032,SD,175805,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",1560.0,26.0
155,245032,SD,175806,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",1560.0,26.0
156,245032,SD,175817,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",1872.0,26.0
157,245032,SD,175819,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",1872.0,26.0
158,245032,SD,175820,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",300.0,5.0
159,245032,SD,175820,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",1140.0,15.833333
160,245032,SD,663588,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",809.0,3.111538
161,245032,SD,663588,6030040040,"MAYO,MAYOLIVA,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M",789.0,3.034615
162,245032,SD,663588,6030010007,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA)",3540.0,13.615385
163,245032,SD,663588,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",906.0,3.484615
