,Nº Orden@Tipo Documento,Nº Orden@Nro. Documento,Artículo@LITM,Artículo@Descripcion,Boca de entrega,Cajas Solicitadas,Pallets Solicitados
0,SD,174893,6010010008,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL                 ",363993,150.0,3.0
1,SD,175330,6010140007,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.    ",363993,8.0,0.035714
2,SD,175330,6010140008,"RO.VEG.(AL),MAZOLA MANTECA,12X12X120GRS,ESP,M.I.  ",363993,8.0,0.035714
3,SD,175330,6010550008,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.         ",363993,64.0,0.285714
4,SD,175330,6011640001,"RO.VEG.(AL),NATURA,OLIVA,12X120GRS,ESP,M.I.       ",363993,8.0,0.035714
5,SD,175494,6010010112,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL                 ",334254,420.0,7.0
6,SD,175494,6010550008,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.         ",334254,96.0,0.428571
7,SD,175495,6010550008,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.         ",288883,64.0,0.285714
8,SD,175615,6010900037,"AC,NATURA FUERTE TRI,OLIVA VE,12X500ML,C,ESP,M.I. ",260883,30.0,0.1875
9,SD,175697,6011640001,"RO.VEG.(AL),NATURA,OLIVA,12X120GRS,ESP,M.I.       ",232571,32.0,0.142857
10,SD,175713,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",299351,30.0,0.5
11,SD,175713,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",299351,48.0,0.666667
12,SD,175753,6010900033,"AC,NATURA ANDINO,OLIVA VE,6X500ML,E,ESP,M.I.      ",366063,5.0,0.027027
13,SD,175753,6010900037,"AC,NATURA FUERTE TRI,OLIVA VE,12X500ML,C,ESP,M.I. ",366063,5.0,0.03125
14,SD,175753,6010900040,"AC,NATURA SUAVE BI,OLIVA VE,12X500ML,C,ESP,M.I.   ",366063,5.0,0.03125
15,SD,175759,6010900037,"AC,NATURA FUERTE TRI,OLIVA VE,12X500ML,C,ESP,M.I. ",282507,5.0,0.03125
16,SD,175759,6010900040,"AC,NATURA SUAVE BI,OLIVA VE,12X500ML,C,ESP,M.I.   ",282507,5.0,0.03125
17,SD,175767,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",273955,180.0,3.0
18,SD,175767,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",273955,336.0,4.666667
19,SD,175768,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",251874,600.0,10.0
20,SD,175768,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",251874,720.0,10.0
21,SD,175771,6010900033,"AC,NATURA ANDINO,OLIVA VE,6X500ML,E,ESP,M.I.      ",363993,5.0,0.027027
22,SD,175771,6010900037,"AC,NATURA FUERTE TRI,OLIVA VE,12X500ML,C,ESP,M.I. ",363993,5.0,0.03125
23,SD,175771,6010900040,"AC,NATURA SUAVE BI,OLIVA VE,12X500ML,C,ESP,M.I.   ",363993,5.0,0.03125
24,SD,175771,6010140007,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.    ",363993,8.0,0.035714
25,SD,175771,6010140008,"RO.VEG.(AL),MAZOLA MANTECA,12X12X120GRS,ESP,M.I.  ",363993,8.0,0.035714
26,SD,175771,6011640001,"RO.VEG.(AL),NATURA,OLIVA,12X120GRS,ESP,M.I.       ",363993,8.0,0.035714
27,SD,175781,6010900037,"AC,NATURA FUERTE TRI,OLIVA VE,12X500ML,C,ESP,M.I. ",241222,5.0,0.03125
28,SD,175781,6010900040,"AC,NATURA SUAVE BI,OLIVA VE,12X500ML,C,ESP,M.I.   ",241222,5.0,0.03125
29,SD,175781,6011640001,"RO.VEG.(AL),NATURA,OLIVA,12X120GRS,ESP,M.I.       ",241222,16.0,0.071429
30,SD,175782,6010900037,"AC,NATURA FUERTE TRI,OLIVA VE,12X500ML,C,ESP,M.I. ",248095,5.0,0.03125
31,SD,175782,6010900040,"AC,NATURA SUAVE BI,OLIVA VE,12X500ML,C,ESP,M.I.   ",248095,5.0,0.03125
32,SD,175782,6011640001,"RO.VEG.(AL),NATURA,OLIVA,12X120GRS,ESP,M.I.       ",248095,16.0,0.071429
33,SD,175798,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",319406,240.0,4.0
34,SD,175808,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",365798,650.0,10.833333
35,SD,175808,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",365798,780.0,10.833333
36,SD,175815,6010900033,"AC,NATURA ANDINO,OLIVA VE,6X500ML,E,ESP,M.I.      ",242389,37.0,0.2
37,SD,175815,6010900037,"AC,NATURA FUERTE TRI,OLIVA VE,12X500ML,C,ESP,M.I. ",242389,20.0,0.125
38,SD,175815,6010900040,"AC,NATURA SUAVE BI,OLIVA VE,12X500ML,C,ESP,M.I.   ",242389,20.0,0.125
39,SD,175815,6010010008,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL                 ",242389,600.0,12.0
40,SD,175815,6011640001,"RO.VEG.(AL),NATURA,OLIVA,12X120GRS,ESP,M.I.       ",242389,32.0,0.142857
41,SD,175825,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",225675,60.0,1.0
42,SD,175833,6010900037,"AC,NATURA FUERTE TRI,OLIVA VE,12X500ML,C,ESP,M.I. ",241227,5.0,0.03125
43,SD,175833,6010900040,"AC,NATURA SUAVE BI,OLIVA VE,12X500ML,C,ESP,M.I.   ",241227,5.0,0.03125
44,SD,175841,6011270001,"AC,COPISI,GIR/OLIVA,12X500ML,B,ESP,M.I./ARL       ",258384,7.0,0.048611
45,SD,175841,6011270002,"AC,COPISI,GIR/OLIVA,12X900ML,B,ESP,M.I./ARL       ",258384,6.0,0.057143
46,SD,175841,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",258384,300.0,5.0
47,SD,175841,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",258384,792.0,11.0
48,SD,175841,6010010112,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL                 ",258384,60.0,1.0
49,SD,175841,6010010008,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL                 ",258384,150.0,3.0
50,SD,175841,6011570002,"AC,NATURA,GIR/OLIVA,12X1,5L,C,ESP,M.I.            ",258384,6.0,0.1
51,SD,175841,6011570005,"AC,NATURA,GIR/OLIVA,12X500ML,C,ESP,M.I.           ",258384,32.0,0.2
52,SD,175841,6011570001,"AC,NATURA,GIR/OLIVA,15X900ML,C,ESP,M.I.           ",258384,13.0,0.180556
53,SD,175841,6010140007,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.    ",258384,20.0,0.089286
54,SD,175841,6010140008,"RO.VEG.(AL),MAZOLA MANTECA,12X12X120GRS,ESP,M.I.  ",258384,18.0,0.080357
55,SD,175841,6010550008,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.         ",258384,140.0,0.625
56,SD,175843,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",245302,105.0,1.458333
57,SD,175843,6010010112,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL                 ",245302,60.0,1.0
58,SD,175844,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",334254,216.0,3.0
59,SD,175844,6010550008,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.         ",334254,96.0,0.428571
60,SD,175845,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",288883,216.0,3.0
61,SD,175845,6010550008,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.         ",288883,64.0,0.285714
62,SD,175848,6010010112,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL                 ",313119,60.0,1.0
63,SD,175849,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",228809,180.0,3.0
64,SD,175849,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",228809,288.0,4.0
65,SD,175851,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",274918,30.0,0.5
66,SD,175858,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",306443,360.0,7.2
67,SD,175863,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",361408,72.0,1.0
68,SD,175863,6010010008,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL                 ",361408,60.0,1.2
69,SD,175864,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",280862,360.0,7.2
70,SD,175865,6010010008,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL                 ",301161,1400.0,28.0
71,SD,175866,6010900037,"AC,NATURA FUERTE TRI,OLIVA VE,12X500ML,C,ESP,M.I. ",301161,200.0,1.25
72,SD,175866,6010010008,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL                 ",301161,1100.0,22.0
73,SD,175866,6011570001,"AC,NATURA,GIR/OLIVA,15X900ML,C,ESP,M.I.           ",301161,50.0,0.694444
74,SD,175866,6010140007,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.    ",301161,154.0,0.6875
75,SD,175866,6011640001,"RO.VEG.(AL),NATURA,OLIVA,12X120GRS,ESP,M.I.       ",301161,100.0,0.446429
76,SD,175867,6010140008,"RO.VEG.(AL),MAZOLA MANTECA,12X12X120GRS,ESP,M.I.  ",301161,300.0,1.339286
77,SD,175867,6010550008,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.         ",301161,473.0,2.111607
78,SD,175874,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",241210,1120.0,28.0
79,SD,175878,6010010112,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL                 ",330853,60.0,1.0
80,SD,175880,6010900037,"AC,NATURA FUERTE TRI,OLIVA VE,12X500ML,C,ESP,M.I. ",241229,5.0,0.03125
81,SD,175880,6010900040,"AC,NATURA SUAVE BI,OLIVA VE,12X500ML,C,ESP,M.I.   ",241229,5.0,0.03125
82,SD,175881,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",232182,840.0,16.8
83,SD,175881,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",232182,360.0,5.0
84,SD,175882,6010900040,"AC,NATURA SUAVE BI,OLIVA VE,12X500ML,C,ESP,M.I.   ",301161,420.0,2.625
85,SD,175883,6011270001,"AC,COPISI,GIR/OLIVA,12X500ML,B,ESP,M.I./ARL       ",301161,50.0,0.347222
86,SD,175883,6011570002,"AC,NATURA,GIR/OLIVA,12X1,5L,C,ESP,M.I.            ",301161,22.0,0.366667
87,SD,175883,6011570005,"AC,NATURA,GIR/OLIVA,12X500ML,C,ESP,M.I.           ",301161,50.0,0.3125
88,SD,175884,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",225605,1040.0,17.333333
89,SD,175885,6010950016,"AC,MAZOLA CLA,MAIZ,12X900ML,B,ESP,M.I.            ",286954,10.0,0.095238
90,SD,175885,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",286954,300.0,5.0
91,SD,175885,6010010112,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL                 ",286954,180.0,3.0
92,SD,175885,6010010008,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL                 ",286954,300.0,6.0
93,SD,175885,6010550008,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.         ",286954,96.0,0.428571
94,SD,175886,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",326701,326.0,5.433333
95,SD,175886,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",326701,216.0,3.0
96,SD,175887,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",247583,1440.0,20.0
97,SD,175888,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",261777,160.0,3.2
98,SD,175889,6010140007,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.    ",242964,5.0,0.022321
99,SD,175889,6010140008,"RO.VEG.(AL),MAZOLA MANTECA,12X12X120GRS,ESP,M.I.  ",242964,5.0,0.022321
100,SD,175889,6010550008,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.         ",242964,10.0,0.044643
101,SD,175891,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",255871,144.0,2.0
102,SD,175891,6010010008,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL                 ",255871,150.0,3.0
103,SD,175894,6010900033,"AC,NATURA ANDINO,OLIVA VE,6X500ML,E,ESP,M.I.      ",304576,10.0,0.054054
104,SD,175894,6010900037,"AC,NATURA FUERTE TRI,OLIVA VE,12X500ML,C,ESP,M.I. ",304576,20.0,0.125
105,SD,175894,6010900040,"AC,NATURA SUAVE BI,OLIVA VE,12X500ML,C,ESP,M.I.   ",304576,20.0,0.125
106,SD,175894,6010010008,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL                 ",304576,300.0,6.0
107,SD,175894,6010140007,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.    ",304576,32.0,0.142857
108,SD,175894,6010140008,"RO.VEG.(AL),MAZOLA MANTECA,12X12X120GRS,ESP,M.I.  ",304576,32.0,0.142857
109,SD,175895,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",277711,360.0,7.2
110,SD,175895,6010550008,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.         ",277711,32.0,0.142857
111,SD,175896,6010900033,"AC,NATURA ANDINO,OLIVA VE,6X500ML,E,ESP,M.I.      ",344134,30.0,0.162162
112,SD,175896,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",344134,720.0,18.0
113,SD,175896,6010550008,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.         ",344134,16.0,0.083333
114,SD,175897,6010010008,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL                 ",242156,1300.0,26.0
115,SD,175898,6011270001,"AC,COPISI,GIR/OLIVA,12X500ML,B,ESP,M.I./ARL       ",242156,20.0,0.138889
116,SD,175898,6011270002,"AC,COPISI,GIR/OLIVA,12X900ML,B,ESP,M.I./ARL       ",242156,20.0,0.190476
117,SD,175898,6010950016,"AC,MAZOLA CLA,MAIZ,12X900ML,B,ESP,M.I.            ",242156,50.0,0.47619
118,SD,175898,6010010112,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL                 ",242156,664.0,11.066667
119,SD,175898,6011570001,"AC,NATURA,GIR/OLIVA,15X900ML,C,ESP,M.I.           ",242156,20.0,0.277778
120,SD,175898,6010140007,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.    ",242156,30.0,0.133929
121,SD,175898,6010550008,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.         ",242156,500.0,2.232143
122,SD,175900,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",242906,360.0,5.0
123,SD,175900,6010010008,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL                 ",242906,150.0,3.0
124,SD,175900,6010550008,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.         ",242906,100.0,0.446429
125,SD,175901,6010010008,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL                 ",278927,600.0,12.0
126,SD,175902,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",226806,1560.0,26.0
127,SD,661181,6030050070,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),E",363993,20.0,0.076923
128,SD,661181,6050100002,"SGOLF,NATURA,20,125 CC,SH,ST,ESP,M.I.             ",363993,68.0,0.25
129,SD,661182,6030050070,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),E",363993,20.0,0.076923
130,SD,662182,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",363993,60.0,0.230769
131,SD,662182,6030050071,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO ",363993,54.0,0.375
132,SD,662182,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",363993,40.0,0.153846
133,SD,662182,6050100002,"SGOLF,NATURA,20,125 CC,SH,ST,ESP,M.I.             ",363993,34.0,0.125
134,SD,662183,6030050072,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO ",363993,18.0,0.166667
135,SD,662183,6030040007,"MAYO,MAYOLIVA,L.G,12,500 CC,DP,CT,ESP,M.I./ARL    ",363993,18.0,0.125
136,SD,662183,6030010007,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA)",363993,520.0,2.0
137,SD,662183,6030010019,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./A",363993,288.0,2.0
138,SD,662183,6030010026,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./A",363993,108.0,1.0
139,SD,662400,6030050074,"MAYO,CADA DIA,LINEA DEL CHEF,4,2900 CC,SH,ST (SIN ",311778,16.0,0.2
140,SD,662400,6050100001,"SGOLF,NATURA,192,8 CC,SH,ST,ESP,M.I.              ",311778,1.0,0.002653
141,SD,662759,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",363993,60.0,0.230769
142,SD,662759,6030040073,"MAYO,MAYOLIVA,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M",363993,34.0,0.125
143,SD,662759,6030010129,"MAYO,NATURA,RVL 31%,L.G,192,8 CC,SH,ST (SIN TAPA),",363993,29.0,0.076923
144,SD,662759,6030010170,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA)",363993,1360.0,5.0
145,SD,662759,6030010208,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA)",363993,80.0,1.0
146,SD,662759,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",363993,20.0,0.076923
147,SD,662893,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",225596,20.0,0.076923
148,SD,662947,6030010026,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./A",363993,216.0,2.0
149,SD,663004,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",330921,740.0,2.846154
150,SD,663168,6030050070,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),E",241189,20.0,0.076923
151,SD,663168,6030050072,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO ",241189,18.0,0.166667
152,SD,663168,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",241189,20.0,0.076923
153,SD,663170,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",286155,10.0,0.038462
154,SD,663243,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",334254,20.0,0.076923
155,SD,663243,6030050069,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),E",334254,26.0,0.095588
156,SD,663243,6030040040,"MAYO,MAYOLIVA,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M",334254,1.0,0.003846
157,SD,663243,6030040073,"MAYO,MAYOLIVA,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M",334254,5.0,0.018382
158,SD,663243,6030010007,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA)",334254,520.0,2.0
159,SD,663243,6030010170,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA)",334254,1088.0,4.0
160,SD,663243,6030010026,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./A",334254,43.0,0.398148
161,SD,663243,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",334254,13.0,0.05
162,SD,663244,6040100001,"KET,NATURA,192,8 G,SH,ST,ESP,M.I.                 ",334254,29.0,0.076923
163,SD,663244,6040100003,"KET,NATURA,4,3000GR,SH,ST,ESP,M.I.                ",334254,16.0,0.2
164,SD,663244,6030010208,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA)",334254,72.0,0.9
165,SD,663244,6090020010,"MOSTAZA,ADEREZO NATURA,192,8 G,SH,ST,ESP,M.I.     ",334254,29.0,0.076923
166,SD,663245,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",288883,20.0,0.076923
167,SD,663245,6030050071,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO ",288883,36.0,0.25
168,SD,663245,6030050069,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),E",288883,34.0,0.125
169,SD,663245,6030050072,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO ",288883,18.0,0.166667
170,SD,663245,6030040040,"MAYO,MAYOLIVA,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M",288883,5.0,0.019231
171,SD,663245,6030040073,"MAYO,MAYOLIVA,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M",288883,5.0,0.018382
172,SD,663245,6030010007,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA)",288883,520.0,2.0
173,SD,663245,6030010019,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./A",288883,180.0,1.25
174,SD,663245,6030010170,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA)",288883,272.0,1.0
175,SD,663245,6030010026,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./A",288883,32.0,0.296296
176,SD,663245,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",288883,60.0,0.230769
177,SD,663245,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",288883,20.0,0.076923
178,SD,663246,6040100001,"KET,NATURA,192,8 G,SH,ST,ESP,M.I.                 ",288883,29.0,0.076923
179,SD,663246,6040100003,"KET,NATURA,4,3000GR,SH,ST,ESP,M.I.                ",288883,16.0,0.2
180,SD,663246,6030010208,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA)",288883,72.0,0.9
181,SD,663246,6090020010,"MOSTAZA,ADEREZO NATURA,192,8 G,SH,ST,ESP,M.I.     ",288883,29.0,0.076923
182,SD,663253,6030330002,"MAYO,CADA DIA,LIGHT,12,500 CC,DP,CT (CON TAPA),ESP",242156,30.0,0.208333
183,SD,663253,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",242156,40.0,0.153846
184,SD,663288,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",225661,150.0,0.576923
185,SD,663289,6050100002,"SGOLF,NATURA,20,125 CC,SH,ST,ESP,M.I.             ",338810,34.0,0.125
186,SD,663298,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",241153,144.0,0.553846
187,SD,663298,6030040040,"MAYO,MAYOLIVA,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M",241153,80.0,0.307692
188,SD,663298,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",241153,117.0,0.45
189,SD,663322,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",357270,20.0,0.076923
190,SD,663322,6030010019,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./A",357270,144.0,1.0
191,SD,663349,6030050071,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO ",255871,100.0,0.694444
192,SD,663360,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",334254,7.0,0.026923
193,SD,663376,6030330002,"MAYO,CADA DIA,LIGHT,12,500 CC,DP,CT (CON TAPA),ESP",361409,5.0,0.034722
194,SD,663412,6030050071,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO ",242156,24.0,0.166667
195,SD,663428,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",299351,4.0,0.015385
196,SD,663429,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",299351,4.0,0.015385
197,SD,663430,6030010026,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./A",299351,18.0,0.166667
198,SD,663437,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",279534,30.0,0.115385
199,SD,663441,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",225596,20.0,0.076923
200,SD,663480,6030050071,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO ",237748,720.0,5.0
201,SD,663491,6030330001,"MAYO,CADA DIA,LIGHT,12,250 CC,DP,ST (SIN TAPA),ESP",215258,200.0,0.769231
202,SD,663491,6030330002,"MAYO,CADA DIA,LIGHT,12,500 CC,DP,CT (CON TAPA),ESP",215258,100.0,0.694444
203,SD,663503,6030050070,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),E",325039,180.0,0.692308
204,SD,663506,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",361409,12.0,0.046154
205,SD,663517,6040100009,"KET,NATURA,12,500 G,DP,CT,ESP,M.I.                ",363993,36.0,0.25
206,SD,663517,6040100001,"KET,NATURA,192,8 G,SH,ST,ESP,M.I.                 ",363993,5.0,0.013263
207,SD,663517,6040100003,"KET,NATURA,4,3000GR,SH,ST,ESP,M.I.                ",363993,5.0,0.0625
208,SD,663517,6090020010,"MOSTAZA,ADEREZO NATURA,192,8 G,SH,ST,ESP,M.I.     ",363993,5.0,0.013263
209,SD,663519,6030050069,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),E",363993,136.0,0.5
210,SD,663519,6090020012,"MOSTAZA,ADEREZO NATURA,4,3000GR,SH,ST,ESP,M.I.    ",363993,5.0,0.0625
211,SD,663519,6050100001,"SGOLF,NATURA,192,8 CC,SH,ST,ESP,M.I.              ",363993,5.0,0.013263
212,SD,663519,6050100004,"SGOLF,NATURA,4,2900 CC,SH,ST,ESP,M.I.             ",363993,5.0,0.0625
213,SD,663553,6030050071,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO ",248095,72.0,0.5
