,Nº Orden@Tipo Documento,Nº Orden@Nro. Documento,Boca de entrega,Artículo@LITM,Artículo@Descripcion,Pallets Solicitados,Cajas Solicitadas
218,SD,663772,251598,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",0.076923,20.0
219,SD,663772,251598,6030050071,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO ",0.069444,10.0
220,SD,663772,251598,6030050069,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),E",0.0625,17.0
221,SD,663772,251598,6030040040,"MAYO,MAYOLIVA,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M",0.038462,10.0
222,SD,663772,251598,6030040073,"MAYO,MAYOLIVA,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M",0.036765,10.0
223,SD,663772,251598,6030010007,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA)",0.769231,200.0
224,SD,663772,251598,6030010019,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./A",0.5,72.0
225,SD,663772,251598,6030010170,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA)",0.25,68.0
226,SD,663772,251598,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",0.076923,20.0
227,SD,663772,251598,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",0.076923,20.0
228,SD,663781,278927,6030050074,"MAYO,CADA DIA,LINEA DEL CHEF,4,2900 CC,SH,ST (SIN ",2.0,160.0
229,SD,663781,278927,6030050070,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),E",2.0,520.0
230,SD,663781,278927,6030050069,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),E",2.0,544.0
231,SD,663806,330918,6040100009,"KET,NATURA,12,500 G,DP,CT,ESP,M.I.                ",0.486111,70.0
232,SD,663806,330918,6030330001,"MAYO,CADA DIA,LIGHT,12,250 CC,DP,ST (SIN TAPA),ESP",0.096154,25.0
233,SD,663806,330918,6030050070,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),E",0.5,130.0
234,SD,663806,330918,6030040040,"MAYO,MAYOLIVA,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M",0.480769,125.0
235,SD,663806,330918,6030040007,"MAYO,MAYOLIVA,L.G,12,500 CC,DP,CT,ESP,M.I./ARL    ",0.5,72.0
236,SD,663806,330918,6030010007,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA)",2.692308,700.0
237,SD,663806,330918,6030010019,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./A",2.5,360.0
238,SD,663806,330918,6030010026,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./A",4.0,432.0
239,SD,663806,330918,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",0.25,65.0
240,SD,663806,330918,6090020011,"MOSTAZA,ADEREZO NATURA,12,500 G,DP,CT,ESP,M.I.    ",0.486111,70.0
241,SD,663806,330918,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",0.25,65.0
242,SD,663819,253425,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",3.0,780.0
243,SD,663819,253425,6030010007,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA)",5.0,1300.0
244,SD,663819,253425,6030010019,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./A",15.0,2160.0
245,SD,663819,253425,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",3.0,780.0
246,SD,663820,253425,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",3.0,780.0
247,SD,663820,253425,6030010007,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA)",9.0,2340.0
248,SD,663820,253425,6030010019,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./A",12.0,1728.0
249,SD,663820,253425,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",2.0,520.0
250,SD,663826,330919,6040100009,"KET,NATURA,12,500 G,DP,CT,ESP,M.I.                ",0.173611,25.0
251,SD,663826,330919,6030330001,"MAYO,CADA DIA,LIGHT,12,250 CC,DP,ST (SIN TAPA),ESP",0.076923,20.0
