,Nº Orden@Tipo Documento,Nº Orden@Nro. Documento,Boca de entrega,Artículo@LITM,Artículo@Descripcion,Pallets Solicitados,Cajas Solicitadas
34,SD,175833,241227,6010900037,"AC,NATURA FUERTE TRI,OLIVA VE,12X500ML,C,ESP,M.I. ",0.03125,5.0
35,SD,175833,241227,6010900040,"AC,NATURA SUAVE BI,OLIVA VE,12X500ML,C,ESP,M.I.   ",0.03125,5.0
36,SD,175841,258384,6011270001,"AC,COPISI,GIR/OLIVA,12X500ML,B,ESP,M.I./ARL       ",0.048611,7.0
37,SD,175841,258384,6011270002,"AC,COPISI,GIR/OLIVA,12X900ML,B,ESP,M.I./ARL       ",0.057143,6.0
38,SD,175841,258384,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",5.0,300.0
39,SD,175841,258384,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",11.0,792.0
40,SD,175841,258384,6010010112,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL                 ",1.0,60.0
41,SD,175841,258384,6010010008,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL                 ",3.0,150.0
42,SD,175841,258384,6011570002,"AC,NATURA,GIR/OLIVA,12X1,5L,C,ESP,M.I.            ",0.1,6.0
43,SD,175841,258384,6011570005,"AC,NATURA,GIR/OLIVA,12X500ML,C,ESP,M.I.           ",0.2,32.0
44,SD,175841,258384,6011570001,"AC,NATURA,GIR/OLIVA,15X900ML,C,ESP,M.I.           ",0.180556,13.0
45,SD,175841,258384,6010140007,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.    ",0.089286,20.0
46,SD,175841,258384,6010140008,"RO.VEG.(AL),MAZOLA MANTECA,12X12X120GRS,ESP,M.I.  ",0.080357,18.0
47,SD,175841,258384,6010550008,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.         ",0.625,140.0
48,SD,175844,334254,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",3.0,216.0
49,SD,175844,334254,6010550008,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.         ",0.428571,96.0
50,SD,175845,288883,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",3.0,216.0
51,SD,175845,288883,6010550008,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.         ",0.285714,64.0
52,SD,175848,313119,6010010112,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL                 ",1.0,60.0
53,SD,175849,228809,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",3.0,180.0
54,SD,175849,228809,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",4.0,288.0
55,SD,175851,274918,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",0.5,30.0
56,SD,175863,361408,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",1.0,72.0
57,SD,175863,361408,6010010008,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL                 ",1.2,60.0
58,SD,175864,280862,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",7.2,360.0
59,SD,175867,301161,6010140008,"RO.VEG.(AL),MAZOLA MANTECA,12X12X120GRS,ESP,M.I.  ",1.339286,300.0
60,SD,175867,301161,6010550008,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.         ",2.111607,473.0
61,SD,175880,241229,6010900037,"AC,NATURA FUERTE TRI,OLIVA VE,12X500ML,C,ESP,M.I. ",0.03125,5.0
62,SD,175880,241229,6010900040,"AC,NATURA SUAVE BI,OLIVA VE,12X500ML,C,ESP,M.I.   ",0.03125,5.0
63,SD,175882,301161,6010900040,"AC,NATURA SUAVE BI,OLIVA VE,12X500ML,C,ESP,M.I.   ",2.625,420.0
64,SD,175883,301161,6011270001,"AC,COPISI,GIR/OLIVA,12X500ML,B,ESP,M.I./ARL       ",0.347222,50.0
65,SD,175883,301161,6011570002,"AC,NATURA,GIR/OLIVA,12X1,5L,C,ESP,M.I.            ",0.366667,22.0
66,SD,175883,301161,6011570005,"AC,NATURA,GIR/OLIVA,12X500ML,C,ESP,M.I.           ",0.3125,50.0
67,SD,175886,326701,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",5.433333,326.0
68,SD,175886,326701,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",3.0,216.0
69,SD,175887,247583,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",20.0,1440.0
70,SD,175888,261777,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",3.2,160.0
71,SD,175889,242964,6010140007,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.    ",0.022321,5.0
72,SD,175889,242964,6010140008,"RO.VEG.(AL),MAZOLA MANTECA,12X12X120GRS,ESP,M.I.  ",0.022321,5.0
73,SD,175889,242964,6010550008,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.         ",0.044643,10.0
74,SD,175891,255871,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",2.0,144.0
75,SD,175891,255871,6010010008,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL                 ",3.0,150.0
76,SD,175896,344134,6010900033,"AC,NATURA ANDINO,OLIVA VE,6X500ML,E,ESP,M.I.      ",0.162162,30.0
77,SD,175896,344134,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",18.0,720.0
78,SD,175896,344134,6010550008,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.         ",0.083333,16.0
79,SD,175900,242906,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",5.0,360.0
80,SD,175900,242906,6010010008,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL                 ",3.0,150.0
81,SD,175900,242906,6010550008,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.         ",0.446429,100.0
82,SD,175901,278927,6010010008,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL                 ",12.0,600.0
83,SD,175902,226806,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",26.0,1560.0
84,SD,175903,202821,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",0.666667,40.0
85,SD,175903,202821,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",0.5,36.0
86,SD,175903,202821,6010010008,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL                 ",0.4,20.0
87,SD,175903,202821,6010140007,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.    ",0.022321,5.0
88,SD,175903,202821,6010140008,"RO.VEG.(AL),MAZOLA MANTECA,12X12X120GRS,ESP,M.I.  ",0.022321,5.0
89,SD,175903,202821,6010550008,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.         ",0.044643,10.0
90,SD,175904,330012,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",2.0,120.0
91,SD,175904,330012,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",3.0,216.0
92,SD,175906,241192,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",2.0,120.0
93,SD,175906,241192,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",3.0,216.0
94,SD,175910,225582,6010950016,"AC,MAZOLA CLA,MAIZ,12X900ML,B,ESP,M.I.            ",0.095238,10.0
95,SD,175910,225582,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",2.0,120.0
96,SD,175910,225582,6010140007,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.    ",0.022321,5.0
97,SD,175910,225582,6010140008,"RO.VEG.(AL),MAZOLA MANTECA,12X12X120GRS,ESP,M.I.  ",0.022321,5.0
98,SD,175910,225582,6010550008,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.         ",0.044643,10.0
99,SD,175911,260883,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",26.0,1560.0
100,SD,175915,280831,6010900037,"AC,NATURA FUERTE TRI,OLIVA VE,12X500ML,C,ESP,M.I. ",0.0625,10.0
101,SD,175915,280831,6010900040,"AC,NATURA SUAVE BI,OLIVA VE,12X500ML,C,ESP,M.I.   ",0.0625,10.0
102,SD,175915,280831,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",21.0,1260.0
103,SD,175915,280831,6011640001,"RO.VEG.(AL),NATURA,OLIVA,12X120GRS,ESP,M.I.       ",0.035714,8.0
104,SD,175916,232173,6011570001,"AC,NATURA,GIR/OLIVA,15X900ML,C,ESP,M.I.           ",0.222222,16.0
105,SD,175917,232173,6011570002,"AC,NATURA,GIR/OLIVA,12X1,5L,C,ESP,M.I.            ",0.166667,10.0
106,SD,175918,232173,6010900033,"AC,NATURA ANDINO,OLIVA VE,6X500ML,E,ESP,M.I.      ",0.248649,46.0
107,SD,175918,232173,6010900037,"AC,NATURA FUERTE TRI,OLIVA VE,12X500ML,C,ESP,M.I. ",0.00625,1.0
108,SD,175919,253425,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",13.0,650.0
109,SD,175919,253425,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",13.0,780.0
110,SD,175920,253425,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",13.0,650.0
111,SD,175920,253425,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",13.0,780.0
112,SD,175921,253425,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",13.0,650.0
113,SD,175921,253425,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",13.0,780.0
114,SD,175924,266360,6011270001,"AC,COPISI,GIR/OLIVA,12X500ML,B,ESP,M.I./ARL       ",0.020833,3.0
115,SD,175924,266360,6011270002,"AC,COPISI,GIR/OLIVA,12X900ML,B,ESP,M.I./ARL       ",0.028571,3.0
116,SD,175924,266360,6010900033,"AC,NATURA ANDINO,OLIVA VE,6X500ML,E,ESP,M.I.      ",0.054054,10.0
117,SD,175924,266360,6010010112,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL                 ",1.0,60.0
118,SD,175924,266360,6010140007,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.    ",0.022321,5.0
119,SD,175924,266360,6010140008,"RO.VEG.(AL),MAZOLA MANTECA,12X12X120GRS,ESP,M.I.  ",0.022321,5.0
120,SD,175927,301161,6011270002,"AC,COPISI,GIR/OLIVA,12X900ML,B,ESP,M.I./ARL       ",0.47619,50.0
121,SD,175930,274749,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",3.0,180.0
122,SD,175930,274749,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",1.166667,84.0
123,SD,661181,363993,6030050070,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),E",0.076923,20.0
124,SD,661181,363993,6050100002,"SGOLF,NATURA,20,125 CC,SH,ST,ESP,M.I.             ",0.25,68.0
125,SD,661182,363993,6030050070,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),E",0.076923,20.0
126,SD,662182,363993,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",0.230769,60.0
127,SD,662182,363993,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",0.153846,40.0
128,SD,662183,363993,6030050072,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO ",0.166667,18.0
129,SD,662183,363993,6030040007,"MAYO,MAYOLIVA,L.G,12,500 CC,DP,CT,ESP,M.I./ARL    ",0.125,18.0
130,SD,662183,363993,6030010007,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA)",2.0,520.0
131,SD,662183,363993,6030010019,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./A",2.0,288.0
132,SD,662183,363993,6030010026,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./A",1.0,108.0
133,SD,662400,311778,6030050074,"MAYO,CADA DIA,LINEA DEL CHEF,4,2900 CC,SH,ST (SIN ",0.2,16.0
134,SD,662400,311778,6050100001,"SGOLF,NATURA,192,8 CC,SH,ST,ESP,M.I.              ",0.002653,1.0
135,SD,662759,363993,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",0.230769,60.0
136,SD,662759,363993,6030040073,"MAYO,MAYOLIVA,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M",0.125,34.0
137,SD,662759,363993,6030010129,"MAYO,NATURA,RVL 31%,L.G,192,8 CC,SH,ST (SIN TAPA),",0.076923,29.0
138,SD,662759,363993,6030010170,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA)",5.0,1360.0
139,SD,662759,363993,6030010208,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA)",1.0,80.0
140,SD,662759,363993,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",0.076923,20.0
141,SD,662893,225596,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",0.076923,20.0
142,SD,662947,363993,6030010026,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./A",2.0,216.0
143,SD,663004,330921,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",2.846154,740.0
144,SD,663168,241189,6030050070,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),E",0.076923,20.0
145,SD,663168,241189,6030050072,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO ",0.166667,18.0
146,SD,663168,241189,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",0.076923,20.0
147,SD,663170,286155,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",0.038462,10.0
148,SD,663253,242156,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",0.153846,40.0
149,SD,663288,225661,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",0.576923,150.0
150,SD,663289,338810,6050100002,"SGOLF,NATURA,20,125 CC,SH,ST,ESP,M.I.             ",0.125,34.0
151,SD,663298,241153,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",0.553846,144.0
152,SD,663298,241153,6030040040,"MAYO,MAYOLIVA,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M",0.307692,80.0
153,SD,663298,241153,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",0.45,117.0
154,SD,663322,357270,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",0.076923,20.0
155,SD,663322,357270,6030010019,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./A",1.0,144.0
156,SD,663349,255871,6030050071,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO ",0.694444,100.0
157,SD,663376,361409,6030330002,"MAYO,CADA DIA,LIGHT,12,500 CC,DP,CT (CON TAPA),ESP",0.034722,5.0
158,SD,663412,242156,6030050071,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO ",0.166667,24.0
159,SD,663437,279534,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",0.115385,30.0
160,SD,663441,225596,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",0.076923,20.0
161,SD,663480,237748,6030050071,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO ",5.0,720.0
162,SD,663491,215258,6030330001,"MAYO,CADA DIA,LIGHT,12,250 CC,DP,ST (SIN TAPA),ESP",0.769231,200.0
163,SD,663491,215258,6030330002,"MAYO,CADA DIA,LIGHT,12,500 CC,DP,CT (CON TAPA),ESP",0.694444,100.0
164,SD,663503,325039,6030050070,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),E",0.692308,180.0
165,SD,663506,361409,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",0.046154,12.0
166,SD,663517,363993,6040100009,"KET,NATURA,12,500 G,DP,CT,ESP,M.I.                ",0.25,36.0
167,SD,663517,363993,6040100001,"KET,NATURA,192,8 G,SH,ST,ESP,M.I.                 ",0.013263,5.0
168,SD,663517,363993,6040100003,"KET,NATURA,4,3000GR,SH,ST,ESP,M.I.                ",0.0625,5.0
169,SD,663517,363993,6090020010,"MOSTAZA,ADEREZO NATURA,192,8 G,SH,ST,ESP,M.I.     ",0.013263,5.0
170,SD,663519,363993,6030050069,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),E",0.5,136.0
171,SD,663519,363993,6090020012,"MOSTAZA,ADEREZO NATURA,4,3000GR,SH,ST,ESP,M.I.    ",0.0625,5.0
172,SD,663519,363993,6050100001,"SGOLF,NATURA,192,8 CC,SH,ST,ESP,M.I.              ",0.013263,5.0
173,SD,663519,363993,6050100004,"SGOLF,NATURA,4,2900 CC,SH,ST,ESP,M.I.             ",0.0625,5.0
174,SD,663553,248095,6030050071,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO ",0.5,72.0
175,SD,663555,282507,6030050070,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),E",0.153846,40.0
176,SD,663567,245262,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",3.0,780.0
177,SD,663567,245262,6030010007,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA)",8.0,2080.0
178,SD,663567,245262,6030010019,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./A",11.0,1584.0
179,SD,663567,245262,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",4.0,1040.0
180,SD,663614,361409,6030050069,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),E",0.551471,150.0
181,SD,663614,361409,6030010007,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA)",1.315385,342.0
182,SD,663614,361409,6030010170,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA)",2.205882,600.0
183,SD,663614,361409,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",0.153846,40.0
184,SD,663624,240409,6040100001,"KET,NATURA,192,8 G,SH,ST,ESP,M.I.                 ",0.076923,29.0
185,SD,663624,240409,6030010129,"MAYO,NATURA,RVL 31%,L.G,192,8 CC,SH,ST (SIN TAPA),",0.076923,29.0
186,SD,663624,240409,6030010208,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA)",0.9,72.0
187,SD,663625,240409,6030050070,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),E",0.176923,46.0
188,SD,663625,240409,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",0.076923,20.0
189,SD,663626,240409,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",0.030769,8.0
190,SD,663627,327955,6030010170,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA)",0.183824,50.0
191,SD,663629,245013,6040100001,"KET,NATURA,192,8 G,SH,ST,ESP,M.I.                 ",0.076923,29.0
192,SD,663630,317746,6040100001,"KET,NATURA,192,8 G,SH,ST,ESP,M.I.                 ",0.076923,29.0
193,SD,663631,225661,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",0.076923,20.0
194,SD,663631,225661,6040100009,"KET,NATURA,12,500 G,DP,CT,ESP,M.I.                ",1.0,144.0
195,SD,663631,225661,6030040040,"MAYO,MAYOLIVA,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M",0.184615,48.0
196,SD,663631,225661,6030010007,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA)",3.0,780.0
197,SD,663631,225661,6030010019,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./A",4.0,576.0
198,SD,663631,225661,6030010026,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./A",2.0,216.0
199,SD,663631,225661,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",0.384615,100.0
200,SD,663631,225661,6090020011,"MOSTAZA,ADEREZO NATURA,12,500 G,DP,CT,ESP,M.I.    ",0.25,36.0
201,SD,663631,225661,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",0.615385,160.0
202,SD,663632,225661,6030010208,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA)",3.0,240.0
203,SD,663651,258384,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",0.584615,152.0
204,SD,663651,258384,6030330001,"MAYO,CADA DIA,LIGHT,12,250 CC,DP,ST (SIN TAPA),ESP",0.015385,4.0
205,SD,663651,258384,6030330002,"MAYO,CADA DIA,LIGHT,12,500 CC,DP,CT (CON TAPA),ESP",0.041667,6.0
206,SD,663651,258384,6030050070,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),E",1.615385,420.0
207,SD,663651,258384,6030050071,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO ",1.625,234.0
208,SD,663651,258384,6030050069,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),E",0.125,34.0
209,SD,663651,258384,6030050072,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO ",0.166667,18.0
210,SD,663651,258384,6030040040,"MAYO,MAYOLIVA,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M",0.484615,126.0
211,SD,663651,258384,6030040007,"MAYO,MAYOLIVA,L.G,12,500 CC,DP,CT,ESP,M.I./ARL    ",0.701389,101.0
