,Artículo@LITM,Artículo@Descripcion,Boca de entrega,Nº Orden@Tipo Documento,Nº Orden@Nro. Documento,Cajas Solicitadas,Pallets Solicitados
413,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",245013,SD,663751,50.0,0.192308
414,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",245013,SD,663752,10.0,0.038462
415,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",322787,SD,663763,10.0,0.038462
416,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",251598,SD,663772,20.0,0.076923
417,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",240409,SD,663743,180.0,0.692308
418,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",240409,SD,663744,20.0,0.076923
419,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",286155,SD,663773,180.0,0.692308
420,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",286155,SD,663775,10.0,0.038462
421,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",245014,SD,663794,430.0,1.653846
422,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",266980,SD,663766,20.0,0.076923
423,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",266980,SD,663767,10.0,0.038462
424,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",266980,SD,663768,10.0,0.038462
425,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",242964,SD,663740,100.0,0.384615
426,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",330012,SD,663800,24.0,0.092308
427,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",344134,SD,663764,100.0,0.384615
428,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",245262,SD,663567,1040.0,4.0
429,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",242156,SD,663769,480.0,1.846154
430,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",363993,SD,662182,40.0,0.153846
431,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",363993,SD,662759,20.0,0.076923
432,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",225661,SD,663631,100.0,0.384615
433,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",228809,SD,663665,100.0,0.384615
434,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",258384,SD,663651,156.0,0.6
435,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",257447,SD,663736,182.0,0.7
436,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",306443,SD,663687,102.0,0.392308
437,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",247583,SD,663735,108.0,0.415385
438,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",232182,SD,663724,204.0,0.784615
439,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",326701,SD,663734,242.0,0.930769
440,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",241153,SD,663298,117.0,0.45
441,6090020009,"MOSTAZA,ADEREZO NATURA,12,250 GR,DP,CT,ESP,M.I.   ",286954,SD,663731,100.0,0.384615
442,6090020011,"MOSTAZA,ADEREZO NATURA,12,500 G,DP,CT,ESP,M.I.    ",225661,SD,663631,36.0,0.25
443,6090020011,"MOSTAZA,ADEREZO NATURA,12,500 G,DP,CT,ESP,M.I.    ",228809,SD,663665,10.0,0.069444
444,6090020011,"MOSTAZA,ADEREZO NATURA,12,500 G,DP,CT,ESP,M.I.    ",258384,SD,663651,91.0,0.631944
445,6090020011,"MOSTAZA,ADEREZO NATURA,12,500 G,DP,CT,ESP,M.I.    ",286954,SD,663731,36.0,0.25
446,6090020010,"MOSTAZA,ADEREZO NATURA,192,8 G,SH,ST,ESP,M.I.     ",288883,SD,663246,28.0,0.074271
447,6090020010,"MOSTAZA,ADEREZO NATURA,192,8 G,SH,ST,ESP,M.I.     ",231959,SD,663758,30.0,0.079576
448,6090020010,"MOSTAZA,ADEREZO NATURA,192,8 G,SH,ST,ESP,M.I.     ",363993,SD,663517,5.0,0.013263
449,6090020012,"MOSTAZA,ADEREZO NATURA,4,3000GR,SH,ST,ESP,M.I.    ",242156,SD,663769,67.0,0.8375
450,6090020012,"MOSTAZA,ADEREZO NATURA,4,3000GR,SH,ST,ESP,M.I.    ",363993,SD,663519,5.0,0.0625
451,6090020012,"MOSTAZA,ADEREZO NATURA,4,3000GR,SH,ST,ESP,M.I.    ",240058,SD,663666,120.0,1.5
452,6010140007,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.    ",242964,SD,175889,5.0,0.022321
453,6010140007,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.    ",304576,SD,175894,32.0,0.142857
454,6010140007,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.    ",202821,SD,175903,5.0,0.022321
455,6010140007,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.    ",363993,SD,175330,8.0,0.035714
456,6010140007,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.    ",363993,SD,175771,8.0,0.035714
457,6010140007,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.    ",258384,SD,175841,20.0,0.089286
458,6010140008,"RO.VEG.(AL),MAZOLA MANTECA,12X12X120GRS,ESP,M.I.  ",242964,SD,175889,5.0,0.022321
459,6010140008,"RO.VEG.(AL),MAZOLA MANTECA,12X12X120GRS,ESP,M.I.  ",304576,SD,175894,32.0,0.142857
460,6010140008,"RO.VEG.(AL),MAZOLA MANTECA,12X12X120GRS,ESP,M.I.  ",301161,SD,175867,300.0,1.339286
461,6010140008,"RO.VEG.(AL),MAZOLA MANTECA,12X12X120GRS,ESP,M.I.  ",202821,SD,175903,5.0,0.022321
462,6010140008,"RO.VEG.(AL),MAZOLA MANTECA,12X12X120GRS,ESP,M.I.  ",363993,SD,175330,8.0,0.035714
463,6010140008,"RO.VEG.(AL),MAZOLA MANTECA,12X12X120GRS,ESP,M.I.  ",363993,SD,175771,8.0,0.035714
464,6010140008,"RO.VEG.(AL),MAZOLA MANTECA,12X12X120GRS,ESP,M.I.  ",258384,SD,175841,18.0,0.080357
465,6010550008,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.         ",288883,SD,175845,64.0,0.285714
466,6010550008,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.         ",334254,SD,175844,96.0,0.428571
467,6010550008,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.         ",242906,SD,175900,100.0,0.446429
468,6010550008,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.         ",242964,SD,175889,10.0,0.044643
469,6010550008,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.         ",344134,SD,175896,16.0,0.083333
470,6010550008,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.         ",301161,SD,175867,473.0,2.111607
471,6010550008,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.         ",202821,SD,175903,10.0,0.044643
472,6010550008,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.         ",363993,SD,175330,64.0,0.285714
473,6010550008,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.         ",258384,SD,175841,140.0,0.625
474,6010550008,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.         ",277711,SD,175895,32.0,0.142857
475,6011640001,"RO.VEG.(AL),NATURA,OLIVA,12X120GRS,ESP,M.I.       ",242389,SD,175815,32.0,0.142857
476,6011640001,"RO.VEG.(AL),NATURA,OLIVA,12X120GRS,ESP,M.I.       ",232571,SD,175697,32.0,0.142857
477,6011640001,"RO.VEG.(AL),NATURA,OLIVA,12X120GRS,ESP,M.I.       ",241222,SD,175781,16.0,0.071429
478,6011640001,"RO.VEG.(AL),NATURA,OLIVA,12X120GRS,ESP,M.I.       ",363993,SD,175330,8.0,0.035714
479,6011640001,"RO.VEG.(AL),NATURA,OLIVA,12X120GRS,ESP,M.I.       ",363993,SD,175771,8.0,0.035714
480,6011640001,"RO.VEG.(AL),NATURA,OLIVA,12X120GRS,ESP,M.I.       ",248095,SD,175782,16.0,0.071429
481,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",279534,SD,663437,30.0,0.115385
482,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",258285,SD,663771,10.0,0.038462
483,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",317746,SD,663754,20.0,0.076923
484,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",284039,SD,663776,10.0,0.038462
485,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",284039,SD,663778,10.0,0.038462
486,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",245013,SD,663751,60.0,0.230769
487,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",322787,SD,663762,20.0,0.076923
488,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",322787,SD,663763,10.0,0.038462
489,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",251598,SD,663772,20.0,0.076923
490,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",240409,SD,663625,20.0,0.076923
491,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",240409,SD,663626,8.0,0.030769
492,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",240409,SD,663743,40.0,0.153846
493,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",240409,SD,663744,10.0,0.038462
494,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",241189,SD,663168,20.0,0.076923
495,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",241189,SD,663760,10.0,0.038462
496,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",286155,SD,663170,10.0,0.038462
497,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",286155,SD,663773,60.0,0.230769
498,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",286155,SD,663775,10.0,0.038462
499,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",245014,SD,663794,120.0,0.461538
500,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",252542,SD,663719,20.0,0.076923
501,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",266980,SD,663766,40.0,0.153846
502,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",266980,SD,663767,10.0,0.038462
503,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",266980,SD,663768,10.0,0.038462
504,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",330921,SD,663004,740.0,2.846154
505,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",242156,SD,663253,40.0,0.153846
506,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",225661,SD,663288,150.0,0.576923
507,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",225661,SD,663631,160.0,0.615385
508,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",258384,SD,663651,96.0,0.369231
509,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",361409,SD,663506,12.0,0.046154
510,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",361409,SD,663614,40.0,0.153846
511,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",257447,SD,663736,22.0,0.084615
512,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",306443,SD,663687,70.0,0.269231
513,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",247583,SD,663735,286.0,1.1
514,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",232182,SD,663724,286.0,1.1
515,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",232179,SD,663793,56.0,0.215385
516,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",326701,SD,663734,69.0,0.265385
517,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",286954,SD,663731,160.0,0.615385
518,6050100001,"SGOLF,NATURA,192,8 CC,SH,ST,ESP,M.I.              ",311778,SD,662400,1.0,0.002653
519,6050100001,"SGOLF,NATURA,192,8 CC,SH,ST,ESP,M.I.              ",330853,SD,663722,261.0,0.692308
520,6050100001,"SGOLF,NATURA,192,8 CC,SH,ST,ESP,M.I.              ",363993,SD,663519,5.0,0.013263
521,6050100002,"SGOLF,NATURA,20,125 CC,SH,ST,ESP,M.I.             ",363993,SD,661181,68.0,0.25
522,6050100002,"SGOLF,NATURA,20,125 CC,SH,ST,ESP,M.I.             ",363993,SD,662182,34.0,0.125
523,6050100002,"SGOLF,NATURA,20,125 CC,SH,ST,ESP,M.I.             ",338810,SD,663289,34.0,0.125
524,6050100002,"SGOLF,NATURA,20,125 CC,SH,ST,ESP,M.I.             ",228809,SD,663665,39.0,0.143382
525,6050100002,"SGOLF,NATURA,20,125 CC,SH,ST,ESP,M.I.             ",258384,SD,663651,9.0,0.033088
526,6050100002,"SGOLF,NATURA,20,125 CC,SH,ST,ESP,M.I.             ",257447,SD,663736,117.0,0.430147
527,6050100002,"SGOLF,NATURA,20,125 CC,SH,ST,ESP,M.I.             ",277711,SD,663756,16.0,0.058824
528,6050100002,"SGOLF,NATURA,20,125 CC,SH,ST,ESP,M.I.             ",306443,SD,663687,32.0,0.117647
529,6050100002,"SGOLF,NATURA,20,125 CC,SH,ST,ESP,M.I.             ",232182,SD,663724,47.0,0.172794
530,6050100002,"SGOLF,NATURA,20,125 CC,SH,ST,ESP,M.I.             ",286954,SD,663731,88.0,0.323529
531,6050100004,"SGOLF,NATURA,4,2900 CC,SH,ST,ESP,M.I.             ",330853,SD,663722,80.0,1.0
532,6050100004,"SGOLF,NATURA,4,2900 CC,SH,ST,ESP,M.I.             ",363993,SD,663519,5.0,0.0625
533,6050100004,"SGOLF,NATURA,4,2900 CC,SH,ST,ESP,M.I.             ",240058,SD,663666,29.0,0.3625
