,Artículo@LITM,Artículo@Descripcion,Boca de entrega,Nº Orden@Tipo Documento,Nº Orden@Nro. Documento,Pallets Solicitados,Cajas Solicitadas
21,6010900040,"AC,NATURA SUAVE BI,OLIVA VE,12X500ML,C,ESP,M.I.   ",301161,SD,175882,2.625,420.0
22,6010900040,"AC,NATURA SUAVE BI,OLIVA VE,12X500ML,C,ESP,M.I.   ",242389,SD,175815,0.125,20.0
23,6010900040,"AC,NATURA SUAVE BI,OLIVA VE,12X500ML,C,ESP,M.I.   ",366063,SD,175753,0.03125,5.0
24,6010900040,"AC,NATURA SUAVE BI,OLIVA VE,12X500ML,C,ESP,M.I.   ",282507,SD,175759,0.03125,5.0
25,6010900040,"AC,NATURA SUAVE BI,OLIVA VE,12X500ML,C,ESP,M.I.   ",241222,SD,175781,0.03125,5.0
26,6010900040,"AC,NATURA SUAVE BI,OLIVA VE,12X500ML,C,ESP,M.I.   ",363993,SD,175771,0.03125,5.0
27,6010900040,"AC,NATURA SUAVE BI,OLIVA VE,12X500ML,C,ESP,M.I.   ",248095,SD,175782,0.03125,5.0
28,6010900040,"AC,NATURA SUAVE BI,OLIVA VE,12X500ML,C,ESP,M.I.   ",241227,SD,175833,0.03125,5.0
29,6010900040,"AC,NATURA SUAVE BI,OLIVA VE,12X500ML,C,ESP,M.I.   ",241229,SD,175880,0.03125,5.0
30,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",225605,SD,175884,17.333333,1040.0
31,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",344134,SD,175896,18.0,720.0
32,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",319406,SD,175798,4.0,240.0
33,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",365798,SD,175808,10.833333,650.0
34,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",245262,SD,175807,13.0,650.0
35,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",251874,SD,175768,10.0,600.0
36,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",274918,SD,175851,0.5,30.0
37,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",273955,SD,175767,3.0,180.0
38,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",299351,SD,175713,0.5,30.0
39,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",226806,SD,175902,26.0,1560.0
40,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",241210,SD,175874,28.0,1120.0
41,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",225675,SD,175825,1.0,60.0
42,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",228809,SD,175849,3.0,180.0
43,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",258384,SD,175841,5.0,300.0
44,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",277711,SD,175895,7.2,360.0
45,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",306443,SD,175858,7.2,360.0
46,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",280862,SD,175864,7.2,360.0
47,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",261777,SD,175888,3.2,160.0
48,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",232182,SD,175881,16.8,840.0
49,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",326701,SD,175886,5.433333,326.0
50,6010010007,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL              ",286954,SD,175885,5.0,300.0
51,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",288883,SD,175845,3.0,216.0
52,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",334254,SD,175844,3.0,216.0
53,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",242906,SD,175900,5.0,360.0
54,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",363345,SD,175869,2.0,144.0
55,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",365798,SD,175808,10.833333,780.0
56,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",245262,SD,175807,13.0,780.0
57,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",251874,SD,175768,10.0,720.0
58,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",273955,SD,175767,4.666667,336.0
59,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",299351,SD,175713,0.666667,48.0
60,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",361408,SD,175863,1.0,72.0
61,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",245302,SD,175843,1.458333,105.0
62,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",228809,SD,175849,4.0,288.0
63,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",258384,SD,175841,11.0,792.0
64,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",328603,SD,175877,1.708333,123.0
65,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",247583,SD,175887,20.0,1440.0
66,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",232182,SD,175881,5.0,360.0
67,6010010077,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.                 ",326701,SD,175886,3.0,216.0
68,6010010112,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL                 ",334254,SD,175494,7.0,420.0
69,6010010112,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL                 ",363345,SD,175869,1.0,60.0
70,6010010112,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL                 ",313119,SD,175848,1.0,60.0
71,6010010112,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL                 ",330853,SD,175878,1.0,60.0
72,6010010112,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL                 ",245302,SD,175843,1.0,60.0
73,6010010112,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL                 ",258384,SD,175841,1.0,60.0
74,6010010112,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL                 ",286954,SD,175885,3.0,180.0
75,6010010008,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL                 ",242906,SD,175900,3.0,150.0
76,6010010008,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL                 ",363345,SD,175869,3.0,150.0
77,6010010008,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL                 ",304576,SD,175894,6.0,300.0
78,6010010008,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL                 ",301161,SD,175865,28.0,1400.0
79,6010010008,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL                 ",301161,SD,175866,22.0,1100.0
80,6010010008,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL                 ",242389,SD,175815,12.0,600.0
81,6010010008,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL                 ",361408,SD,175863,1.2,60.0
82,6010010008,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL                 ",363993,SD,174893,3.0,150.0
83,6010010008,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL                 ",258384,SD,175841,3.0,150.0
84,6010010008,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL                 ",278927,SD,175901,12.0,600.0
85,6010010008,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL                 ",286954,SD,175885,6.0,300.0
86,6011570002,"AC,NATURA,GIR/OLIVA,12X1,5L,C,ESP,M.I.            ",301161,SD,175883,0.366667,22.0
87,6011570002,"AC,NATURA,GIR/OLIVA,12X1,5L,C,ESP,M.I.            ",258384,SD,175841,0.1,6.0
88,6011570005,"AC,NATURA,GIR/OLIVA,12X500ML,C,ESP,M.I.           ",301161,SD,175883,0.3125,50.0
89,6011570005,"AC,NATURA,GIR/OLIVA,12X500ML,C,ESP,M.I.           ",258384,SD,175841,0.2,32.0
90,6011570001,"AC,NATURA,GIR/OLIVA,15X900ML,C,ESP,M.I.           ",301161,SD,175866,0.694444,50.0
91,6011570001,"AC,NATURA,GIR/OLIVA,15X900ML,C,ESP,M.I.           ",258384,SD,175841,0.180556,13.0
92,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",357270,SD,663322,0.076923,20.0
93,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",258285,SD,663770,0.192308,50.0
94,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",258285,SD,663771,0.038462,10.0
95,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",245013,SD,663751,0.076923,20.0
96,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",245013,SD,663752,0.038462,10.0
97,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",322787,SD,663762,0.038462,10.0
98,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",251598,SD,663772,0.076923,20.0
99,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",240409,SD,663743,0.846154,220.0
100,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",240409,SD,663744,0.115385,30.0
101,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",286155,SD,663773,0.115385,30.0
102,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",286155,SD,663775,0.038462,10.0
103,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",245014,SD,663794,1.0,260.0
104,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",288883,SD,663245,0.076923,20.0
105,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",334254,SD,663243,0.076923,20.0
106,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",266980,SD,663767,0.076923,20.0
107,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",266980,SD,663768,0.038462,10.0
108,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",363345,SD,663716,1.0,260.0
109,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",225596,SD,662893,0.076923,20.0
110,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",225596,SD,663441,0.076923,20.0
111,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",225596,SD,663739,0.076923,20.0
112,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",242964,SD,663740,0.076923,20.0
113,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",344134,SD,663759,0.076923,20.0
114,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",245262,SD,663567,3.0,780.0
115,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",301161,SD,663705,7.0,1820.0
116,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",363993,SD,662182,0.230769,60.0
117,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",363993,SD,662759,0.230769,60.0
118,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",225661,SD,663631,0.076923,20.0
119,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",228809,SD,663665,0.169231,44.0
120,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",258384,SD,663651,0.584615,152.0
121,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",361409,SD,663614,0.384615,100.0
122,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",257447,SD,663736,0.242308,63.0
123,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",277711,SD,663756,0.342308,89.0
124,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",306443,SD,663687,0.053846,14.0
125,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",294667,SD,663689,1.019231,265.0
126,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",280862,SD,663704,0.434615,113.0
127,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",232182,SD,663724,0.95,247.0
128,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",326701,SD,663734,0.588462,153.0
129,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",241153,SD,663298,0.553846,144.0
130,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",286954,SD,663742,0.230769,60.0
131,6040100010,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MER",240058,SD,663666,0.007692,2.0
132,6040100009,"KET,NATURA,12,500 G,DP,CT,ESP,M.I.                ",363345,SD,663716,0.791667,114.0
133,6040100009,"KET,NATURA,12,500 G,DP,CT,ESP,M.I.                ",363993,SD,663517,0.25,36.0
134,6040100009,"KET,NATURA,12,500 G,DP,CT,ESP,M.I.                ",225661,SD,663631,1.0,144.0
135,6040100009,"KET,NATURA,12,500 G,DP,CT,ESP,M.I.                ",228809,SD,663665,0.902778,130.0
136,6040100009,"KET,NATURA,12,500 G,DP,CT,ESP,M.I.                ",328603,SD,663721,0.5,72.0
137,6040100001,"KET,NATURA,192,8 G,SH,ST,ESP,M.I.                 ",317746,SD,663630,0.076923,29.0
138,6040100001,"KET,NATURA,192,8 G,SH,ST,ESP,M.I.                 ",245013,SD,663629,0.076923,29.0
139,6040100001,"KET,NATURA,192,8 G,SH,ST,ESP,M.I.                 ",322787,SD,663685,0.076923,29.0
140,6040100001,"KET,NATURA,192,8 G,SH,ST,ESP,M.I.                 ",240409,SD,663624,0.076923,29.0
141,6040100001,"KET,NATURA,192,8 G,SH,ST,ESP,M.I.                 ",249900,SD,663785,0.076923,29.0
142,6040100001,"KET,NATURA,192,8 G,SH,ST,ESP,M.I.                 ",241181,SD,663790,0.076923,29.0
143,6040100001,"KET,NATURA,192,8 G,SH,ST,ESP,M.I.                 ",324219,SD,663628,0.076923,29.0
144,6040100001,"KET,NATURA,192,8 G,SH,ST,ESP,M.I.                 ",288883,SD,663246,0.076923,29.0
145,6040100001,"KET,NATURA,192,8 G,SH,ST,ESP,M.I.                 ",288883,SD,663658,0.076923,29.0
146,6040100001,"KET,NATURA,192,8 G,SH,ST,ESP,M.I.                 ",334254,SD,663244,0.076923,29.0
147,6040100001,"KET,NATURA,192,8 G,SH,ST,ESP,M.I.                 ",334254,SD,663657,0.076923,29.0
148,6040100001,"KET,NATURA,192,8 G,SH,ST,ESP,M.I.                 ",301161,SD,663705,0.265252,100.0
149,6040100001,"KET,NATURA,192,8 G,SH,ST,ESP,M.I.                 ",330853,SD,663722,1.0,377.0
150,6040100001,"KET,NATURA,192,8 G,SH,ST,ESP,M.I.                 ",363993,SD,663517,0.013263,5.0
151,6040100001,"KET,NATURA,192,8 G,SH,ST,ESP,M.I.                 ",240058,SD,663666,2.403183,906.0
152,6040100003,"KET,NATURA,4,3000GR,SH,ST,ESP,M.I.                ",249900,SD,663784,0.2,16.0
153,6040100003,"KET,NATURA,4,3000GR,SH,ST,ESP,M.I.                ",241181,SD,663790,0.2,16.0
154,6040100003,"KET,NATURA,4,3000GR,SH,ST,ESP,M.I.                ",288883,SD,663246,0.2,16.0
155,6040100003,"KET,NATURA,4,3000GR,SH,ST,ESP,M.I.                ",288883,SD,663658,0.2,16.0
156,6040100003,"KET,NATURA,4,3000GR,SH,ST,ESP,M.I.                ",334254,SD,663244,0.2,16.0
157,6040100003,"KET,NATURA,4,3000GR,SH,ST,ESP,M.I.                ",334254,SD,663657,0.2,16.0
158,6040100003,"KET,NATURA,4,3000GR,SH,ST,ESP,M.I.                ",330853,SD,663722,2.0,160.0
159,6040100003,"KET,NATURA,4,3000GR,SH,ST,ESP,M.I.                ",363993,SD,663517,0.0625,5.0
160,6040100003,"KET,NATURA,4,3000GR,SH,ST,ESP,M.I.                ",240058,SD,663666,0.75,60.0
161,6030330001,"MAYO,CADA DIA,LIGHT,12,250 CC,DP,ST (SIN TAPA),ESP",215258,SD,663491,0.769231,200.0
162,6030330001,"MAYO,CADA DIA,LIGHT,12,250 CC,DP,ST (SIN TAPA),ESP",258384,SD,663651,0.015385,4.0
163,6030330001,"MAYO,CADA DIA,LIGHT,12,250 CC,DP,ST (SIN TAPA),ESP",328603,SD,663721,0.076923,20.0
164,6030330001,"MAYO,CADA DIA,LIGHT,12,250 CC,DP,ST (SIN TAPA),ESP",286954,SD,663731,0.192308,50.0
165,6030330001,"MAYO,CADA DIA,LIGHT,12,250 CC,DP,ST (SIN TAPA),ESP",286954,SD,663732,0.134615,35.0
166,6030330001,"MAYO,CADA DIA,LIGHT,12,250 CC,DP,ST (SIN TAPA),ESP",286954,SD,663733,0.096154,25.0
167,6030330002,"MAYO,CADA DIA,LIGHT,12,500 CC,DP,CT (CON TAPA),ESP",319981,SD,663678,0.125,18.0
168,6030330002,"MAYO,CADA DIA,LIGHT,12,500 CC,DP,CT (CON TAPA),ESP",242156,SD,663253,0.208333,30.0
169,6030330002,"MAYO,CADA DIA,LIGHT,12,500 CC,DP,CT (CON TAPA),ESP",215258,SD,663491,0.694444,100.0
170,6030330002,"MAYO,CADA DIA,LIGHT,12,500 CC,DP,CT (CON TAPA),ESP",258384,SD,663651,0.041667,6.0
171,6030330002,"MAYO,CADA DIA,LIGHT,12,500 CC,DP,CT (CON TAPA),ESP",361409,SD,663376,0.034722,5.0
172,6030050074,"MAYO,CADA DIA,LINEA DEL CHEF,4,2900 CC,SH,ST (SIN ",256165,SD,663714,4.175,334.0
173,6030050074,"MAYO,CADA DIA,LINEA DEL CHEF,4,2900 CC,SH,ST (SIN ",242389,SD,663727,1.0,80.0
174,6030050074,"MAYO,CADA DIA,LINEA DEL CHEF,4,2900 CC,SH,ST (SIN ",311778,SD,662400,0.2,16.0
175,6030050074,"MAYO,CADA DIA,LINEA DEL CHEF,4,2900 CC,SH,ST (SIN ",278927,SD,663781,2.0,160.0
176,6030050070,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),E",317746,SD,663754,0.538462,140.0
177,6030050070,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),E",284039,SD,663776,0.076923,20.0
178,6030050070,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),E",245013,SD,663751,0.076923,20.0
179,6030050070,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),E",322787,SD,663762,0.038462,10.0
180,6030050070,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),E",240409,SD,663625,0.176923,46.0
181,6030050070,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),E",240409,SD,663743,0.230769,60.0
182,6030050070,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),E",241189,SD,663168,0.076923,20.0
183,6030050070,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),E",241189,SD,663760,0.153846,40.0
184,6030050070,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),E",286155,SD,663773,1.153846,300.0
185,6030050070,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),E",249900,SD,663787,1.923077,500.0
186,6030050070,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),E",241181,SD,663791,0.115385,30.0
187,6030050070,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),E",324219,SD,663746,0.076923,20.0
188,6030050070,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),E",363345,SD,663716,1.846154,480.0
189,6030050070,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),E",325039,SD,663503,0.692308,180.0
190,6030050070,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),E",226806,SD,663792,0.269231,70.0
191,6030050070,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),E",282507,SD,663555,0.153846,40.0
192,6030050070,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),E",363993,SD,661181,0.076923,20.0
193,6030050070,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),E",363993,SD,661182,0.076923,20.0
194,6030050070,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),E",245302,SD,663656,0.538462,140.0
195,6030050070,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),E",257797,SD,663777,2.0,520.0
196,6030050070,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),E",258384,SD,663651,1.615385,420.0
197,6030050070,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),E",278927,SD,663781,2.0,520.0
198,6030050070,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),E",361409,SD,663702,1.153846,300.0
199,6030050070,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),E",328603,SD,663721,1.0,260.0
200,6030050070,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),E",239672,SD,663779,4.176923,1086.0
201,6030050070,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),E",257447,SD,663736,4.873077,1267.0
202,6030050070,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),E",277711,SD,663756,0.353846,92.0
203,6030050070,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),E",306443,SD,663765,0.742308,193.0
204,6030050070,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),E",247583,SD,663735,6.938462,1804.0
205,6030050070,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),E",232180,SD,663761,1.130769,294.0
206,6030050070,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),E",232182,SD,663724,0.6,156.0
207,6030050070,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),E",326701,SD,663734,2.203846,573.0
208,6030050070,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),E",286954,SD,663731,2.926923,761.0
209,6030050071,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO ",317746,SD,663754,0.555556,80.0
210,6030050071,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO ",284039,SD,663776,0.138889,20.0
211,6030050071,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO ",284039,SD,663778,0.069444,10.0
212,6030050071,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO ",245013,SD,663751,0.138889,20.0
213,6030050071,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO ",251598,SD,663772,0.069444,10.0
214,6030050071,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO ",240409,SD,663738,0.125,18.0
215,6030050071,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO ",240409,SD,663743,0.138889,20.0
216,6030050071,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO ",241189,SD,663760,0.069444,10.0
